["port 1",""]
["port 2",""]
("port 1","mode 1",1,"port 1",1,"transmission")
(176, 3)
223417299015135 0.013231 0.000000
223361121899347 0.012875 0.000000
223307469533836 0.012467 0.000000
223253914261046 0.012169 0.000000
223215696210834 0.011987 0.000000
223144430013165 0.011705 0.000000
223104938752990 0.011475 0.000000
223062926387549 0.011249 0.000000
("port 1","mode 1",1,"port 2",1,"transmission")
(176, 3)
241603774935554 0.110614 0.000000
241523792249732 0.113625 0.000000
241434943918284 0.116617 0.000000
241381723778563 0.119098 0.000000
241284106658235 0.122522 0.000000
241177662471038 0.125858 0.000000
241053530261236 0.129053 0.000000
240973782221638 0.130948 0.000000
240876422517117 0.133788 0.000000
240771958669735 0.135466 0.000000
240681806765967 0.137911 0.000000
240540460673529 0.140922 0.000000
240434540336749 0.142954 0.000000
240328713241494 0.145015 0.000000
240231797752309 0.147086 0.000000
240117368477883 0.149661 0.000000
240013573357214 0.151707 0.000000
239906350944206 0.153804 0.000000
239818540887740 0.155629 0.000000
239711550697059 0.158665 0.000000
239634335087152 0.159324 0.000000
239573112678526 0.162391 0.000000
239450605406063 0.166179 0.000000
239310752113122 0.170641 0.000000
239232158384240 0.173238 0.000000
239136205977985 0.177090 0.000000
238722707612587 0.193963 0.000000
238657508982620 0.196004 0.000000
238562019554850 0.200415 0.000000
238423136590619 0.204494 0.000000
238362596804503 0.209760 0.000000
238051020058917 0.222965 0.000000
237938764345483 0.229230 0.000000
237697243694828 0.241002 0.000000
237619708853906 0.244734 0.000000
237421782176144 0.254253 0.000000
237320382631098 0.259728 0.000000
237232753853751 0.263304 0.000000
237138368653527 0.268376 0.000000
236735763045968 0.286381 0.000000
236583658028832 0.293932 0.000000
236479499030740 0.298628 0.000000
236385667778260 0.303045 0.000000
236291935541614 0.308277 0.000000
236206749477793 0.311894 0.000000
236070613290628 0.318831 0.000000
235968602663520 0.323770 0.000000
235900653453301 0.327394 0.000000
235442971185860 0.351310 0.000000
235366820142464 0.353929 0.000000
235265369089221 0.357703 0.000000
235172592938524 0.366431 0.000000
235071311797662 0.370437 0.000000
234970144191637 0.375479 0.000000
234869074299451 0.380994 0.000000
234768078081134 0.386077 0.000000
234665495102715 0.391602 0.000000
234549568377253 0.398028 0.000000
234465599639278 0.401314 0.000000
234349869731495 0.407878 0.000000
234247618145967 0.412315 0.000000
234113667143954 0.418816 0.000000
234030025694481 0.422945 0.000000
233897976316539 0.428773 0.000000
233796112224089 0.433162 0.000000
233695981637987 0.436508 0.000000
233590941275603 0.440253 0.000000
233496003556169 0.444453 0.000000
233404421118875 0.446324 0.000000
233296333482037 0.450989 0.000000
233196618648594 0.453931 0.000000
233096968357086 0.455927 0.000000
232997430357624 0.459206 0.000000
232897927938208 0.460188 0.000000
232798549515797 0.463007 0.000000
232699235096043 0.464857 0.000000
232599987150195 0.465851 0.000000
232500862775948 0.468705 0.000000
232401786458714 0.469831 0.000000
232302779244362 0.470213 0.000000
232203887286441 0.472092 0.000000
232103431111544 0.473904 0.000000
232006340126641 0.475119 0.000000
231907661774204 0.475127 0.000000
231809067147796 0.475136 0.000000
231726969095891 0.475143 0.000000
231431894243808 0.475042 0.000000
231333706335781 0.475177 0.000000
231235591362674 0.474808 0.000000
231137562253867 0.474565 0.000000
231039547140984 0.470944 0.000000
230941668847295 0.469956 0.000000
230843893890955 0.469964 0.000000
230729824375206 0.464962 0.000000
230632133045026 0.460376 0.000000
230536195425819 0.458050 0.000000
230441933556789 0.454435 0.000000
230339634947087 0.450633 0.000000
230250399538271 0.447289 0.000000
230144989563525 0.441555 0.000000
230039698300271 0.436913 0.000000
229934500865435 0.432204 0.000000
229837445064220 0.426302 0.000000
229740476268985 0.420704 0.000000
229642003981269 0.416346 0.000000
229546821727878 0.411357 0.000000
229441984937454 0.403117 0.000000
229353443026858 0.400094 0.000000
229261744638787 0.396620 0.000000
229160447676211 0.391515 0.000000
229072101352299 0.387705 0.000000
228967739081260 0.381603 0.000000
228871505225604 0.376691 0.000000
228776949833839 0.371764 0.000000
228679284699503 0.367251 0.000000
228591273878018 0.362331 0.000000
228485732442065 0.355836 0.000000
228391513565995 0.351852 0.000000
228295747026365 0.346726 0.000000
227913475360603 0.326713 0.000000
227818098821445 0.321598 0.000000
227738697321190 0.318005 0.000000
227594279950585 0.309959 0.000000
227500732714213 0.304466 0.000000
227342387220669 0.296441 0.000000
227255367104611 0.291369 0.000000
227179456213893 0.286388 0.000000
227091015836838 0.282435 0.000000
226998636147586 0.276447 0.000000
226923730569413 0.273091 0.000000
226797628893541 0.265905 0.000000
226734607018518 0.261718 0.000000
226618154557238 0.255399 0.000000
226522241368114 0.250078 0.000000
226443699897594 0.246205 0.000000
226349496806369 0.240986 0.000000
226191124074876 0.233087 0.000000
226051781004090 0.227063 0.000000
225942295682045 0.222191 0.000000
225840762712701 0.218636 0.000000
225754896130334 0.215080 0.000000
225669153253771 0.212931 0.000000
225567855724361 0.209302 0.000000
225476014724357 0.206674 0.000000
225326778723605 0.203358 0.000000
225210336928631 0.201060 0.000000
225117256752236 0.198946 0.000000
225024252133518 0.196828 0.000000
224946809977436 0.195144 0.000000
224853911033914 0.192327 0.000000
224762669746783 0.190314 0.000000
224669948395297 0.188093 0.000000
224575753761841 0.185732 0.000000
224483107864380 0.181987 0.000000
224390584226436 0.179217 0.000000
224298144042757 0.176629 0.000000
224188806853538 0.172703 0.000000
224097969413959 0.168372 0.000000
223997973931438 0.163629 0.000000
223928776380682 0.160032 0.000000
223867324206081 0.157262 0.000000
223790515473222 0.153176 0.000000
223736751825947 0.149900 0.000000
223660029646696 0.145954 0.000000
223617013693746 0.142610 0.000000
223567965869181 0.140319 0.000000
223506722871507 0.138065 0.000000
223463742876387 0.134559 0.000000
223417299015135 0.132306 0.000000
223361121899347 0.128749 0.000000
223307469533836 0.124674 0.000000
223253914261046 0.121692 0.000000
223215696210834 0.119870 0.000000
223144430013165 0.117049 0.000000
223104938752990 0.114749 0.000000
223062926387549 0.112494 0.000000
("port 2","mode 1",1,"port 1",1,"transmission")
(176, 3)
241603774935554 0.110614 0.000000
241523792249732 0.113625 0.000000
241434943918284 0.116617 0.000000
241381723778563 0.119098 0.000000
241284106658235 0.122522 0.000000
241177662471038 0.125858 0.000000
241053530261236 0.129053 0.000000
240973782221638 0.130948 0.000000
240876422517117 0.133788 0.000000
240771958669735 0.135466 0.000000
240681806765967 0.137911 0.000000
240540460673529 0.140922 0.000000
240434540336749 0.142954 0.000000
240328713241494 0.145015 0.000000
240231797752309 0.147086 0.000000
240117368477883 0.149661 0.000000
240013573357214 0.151707 0.000000
239906350944206 0.153804 0.000000
239818540887740 0.155629 0.000000
239711550697059 0.158665 0.000000
239634335087152 0.159324 0.000000
239573112678526 0.162391 0.000000
239450605406063 0.166179 0.000000
239310752113122 0.170641 0.000000
239232158384240 0.173238 0.000000
239136205977985 0.177090 0.000000
238722707612587 0.193963 0.000000
238657508982620 0.196004 0.000000
238562019554850 0.200415 0.000000
238423136590619 0.204494 0.000000
238362596804503 0.209760 0.000000
238051020058917 0.222965 0.000000
237938764345483 0.229230 0.000000
237697243694828 0.241002 0.000000
237619708853906 0.244734 0.000000
237421782176144 0.254253 0.000000
237320382631098 0.259728 0.000000
237232753853751 0.263304 0.000000
237138368653527 0.268376 0.000000
236735763045968 0.286381 0.000000
236583658028832 0.293932 0.000000
236479499030740 0.298628 0.000000
236385667778260 0.303045 0.000000
236291935541614 0.308277 0.000000
236206749477793 0.311894 0.000000
236070613290628 0.318831 0.000000
235968602663520 0.323770 0.000000
235900653453301 0.327394 0.000000
235442971185860 0.351310 0.000000
235366820142464 0.353929 0.000000
235265369089221 0.357703 0.000000
235172592938524 0.366431 0.000000
235071311797662 0.370437 0.000000
234970144191637 0.375479 0.000000
234869074299451 0.380994 0.000000
234768078081134 0.386077 0.000000
234665495102715 0.391602 0.000000
234549568377253 0.398028 0.000000
234465599639278 0.401314 0.000000
234349869731495 0.407878 0.000000
234247618145967 0.412315 0.000000
234113667143954 0.418816 0.000000
234030025694481 0.422945 0.000000
233897976316539 0.428773 0.000000
233796112224089 0.433162 0.000000
233695981637987 0.436508 0.000000
233590941275603 0.440253 0.000000
233496003556169 0.444453 0.000000
233404421118875 0.446324 0.000000
233296333482037 0.450989 0.000000
233196618648594 0.453931 0.000000
233096968357086 0.455927 0.000000
232997430357624 0.459206 0.000000
232897927938208 0.460188 0.000000
232798549515797 0.463007 0.000000
232699235096043 0.464857 0.000000
232599987150195 0.465851 0.000000
232500862775948 0.468705 0.000000
232401786458714 0.469831 0.000000
232302779244362 0.470213 0.000000
232203887286441 0.472092 0.000000
232103431111544 0.473904 0.000000
232006340126641 0.475119 0.000000
231907661774204 0.475127 0.000000
231809067147796 0.475136 0.000000
231726969095891 0.475143 0.000000
231431894243808 0.475042 0.000000
231333706335781 0.475177 0.000000
231235591362674 0.474808 0.000000
231137562253867 0.474565 0.000000
231039547140984 0.470944 0.000000
230941668847295 0.469956 0.000000
230843893890955 0.469964 0.000000
230729824375206 0.464962 0.000000
230632133045026 0.460376 0.000000
230536195425819 0.458050 0.000000
230441933556789 0.454435 0.000000
230339634947087 0.450633 0.000000
230250399538271 0.447289 0.000000
230144989563525 0.441555 0.000000
230039698300271 0.436913 0.000000
229934500865435 0.432204 0.000000
229837445064220 0.426302 0.000000
229740476268985 0.420704 0.000000
229642003981269 0.416346 0.000000
229546821727878 0.411357 0.000000
229441984937454 0.403117 0.000000
229353443026858 0.400094 0.000000
229261744638787 0.396620 0.000000
229160447676211 0.391515 0.000000
229072101352299 0.387705 0.000000
228967739081260 0.381603 0.000000
228871505225604 0.376691 0.000000
228776949833839 0.371764 0.000000
228679284699503 0.367251 0.000000
228591273878018 0.362331 0.000000
228485732442065 0.355836 0.000000
228391513565995 0.351852 0.000000
228295747026365 0.346726 0.000000
227913475360603 0.326713 0.000000
227818098821445 0.321598 0.000000
227738697321190 0.318005 0.000000
227594279950585 0.309959 0.000000
227500732714213 0.304466 0.000000
227342387220669 0.296441 0.000000
227255367104611 0.291369 0.000000
227179456213893 0.286388 0.000000
227091015836838 0.282435 0.000000
226998636147586 0.276447 0.000000
226923730569413 0.273091 0.000000
226797628893541 0.265905 0.000000
226734607018518 0.261718 0.000000
226618154557238 0.255399 0.000000
226522241368114 0.250078 0.000000
226443699897594 0.246205 0.000000
226349496806369 0.240986 0.000000
226191124074876 0.233087 0.000000
226051781004090 0.227063 0.000000
225942295682045 0.222191 0.000000
225840762712701 0.218636 0.000000
225754896130334 0.215080 0.000000
225669153253771 0.212931 0.000000
225567855724361 0.209302 0.000000
225476014724357 0.206674 0.000000
225326778723605 0.203358 0.000000
225210336928631 0.201060 0.000000
225117256752236 0.198946 0.000000
225024252133518 0.196828 0.000000
224946809977436 0.195144 0.000000
224853911033914 0.192327 0.000000
224762669746783 0.190314 0.000000
224669948395297 0.188093 0.000000
224575753761841 0.185732 0.000000
224483107864380 0.181987 0.000000
224390584226436 0.179217 0.000000
224298144042757 0.176629 0.000000
224188806853538 0.172703 0.000000
224097969413959 0.168372 0.000000
223997973931438 0.163629 0.000000
223928776380682 0.160032 0.000000
223867324206081 0.157262 0.000000
223790515473222 0.153176 0.000000
223736751825947 0.149900 0.000000
223660029646696 0.145954 0.000000
223617013693746 0.142610 0.000000
223567965869181 0.140319 0.000000
223506722871507 0.138065 0.000000
223463742876387 0.134559 0.000000
223417299015135 0.132306 0.000000
223361121899347 0.128749 0.000000
223307469533836 0.124674 0.000000
223253914261046 0.121692 0.000000
223215696210834 0.119870 0.000000
223144430013165 0.117049 0.000000
223104938752990 0.114749 0.000000
223062926387549 0.112494 0.000000
("port 2","mode 1",1,"port 2",1,"transmission")
(176, 3)
241603774935554 0.011061 0.000000
241523792249732 0.011363 0.000000
241434943918284 0.011662 0.000000
241381723778563 0.011910 0.000000
241284106658235 0.012252 0.000000
241177662471038 0.012586 0.000000
241053530261236 0.012905 0.000000
240973782221638 0.013095 0.000000
240876422517117 0.013379 0.000000
240771958669735 0.013547 0.000000
240681806765967 0.013791 0.000000
240540460673529 0.014092 0.000000
240434540336749 0.014295 0.000000
240328713241494 0.014501 0.000000
240231797752309 0.014709 0.000000
240117368477883 0.014966 0.000000
240013573357214 0.015171 0.000000
239906350944206 0.015380 0.000000
239818540887740 0.015563 0.000000
239711550697059 0.015866 0.000000
239634335087152 0.015932 0.000000
239573112678526 0.016239 0.000000
239450605406063 0.016618 0.000000
239310752113122 0.017064 0.000000
239232158384240 0.017324 0.000000
239136205977985 0.017709 0.000000
238722707612587 0.019396 0.000000
238657508982620 0.019600 0.000000
238562019554850 0.020042 0.000000
238423136590619 0.020449 0.000000
238362596804503 0.020976 0.000000
238051020058917 0.022296 0.000000
237938764345483 0.022923 0.000000
237697243694828 0.024100 0.000000
237619708853906 0.024473 0.000000
237421782176144 0.025425 0.000000
237320382631098 0.025973 0.000000
237232753853751 0.026330 0.000000
237138368653527 0.026838 0.000000
236735763045968 0.028638 0.000000
236583658028832 0.029393 0.000000
236479499030740 0.029863 0.000000
236385667778260 0.030304 0.000000
236291935541614 0.030828 0.000000
236206749477793 0.031189 0.000000
236070613290628 0.031883 0.000000
235968602663520 0.032377 0.000000
235900653453301 0.032739 0.000000
235442971185860 0.035131 0.000000
235366820142464 0.035393 0.000000
235265369089221 0.035770 0.000000
235172592938524 0.036643 0.000000
235071311797662 0.037044 0.000000
234970144191637 0.037548 0.000000
234869074299451 0.038099 0.000000
234768078081134 0.038608 0.000000
234665495102715 0.039160 0.000000
234549568377253 0.039803 0.000000
234465599639278 0.040131 0.000000
234349869731495 0.040788 0.000000
234247618145967 0.041231 0.000000
234113667143954 0.041882 0.000000
234030025694481 0.042294 0.000000
233897976316539 0.042877 0.000000
233796112224089 0.043316 0.000000
233695981637987 0.043651 0.000000
233590941275603 0.044025 0.000000
233496003556169 0.044445 0.000000
233404421118875 0.044632 0.000000
233296333482037 0.045099 0.000000
233196618648594 0.045393 0.000000
233096968357086 0.045593 0.000000
232997430357624 0.045921 0.000000
232897927938208 0.046019 0.000000
232798549515797 0.046301 0.000000
232699235096043 0.046486 0.000000
232599987150195 0.046585 0.000000
232500862775948 0.046870 0.000000
232401786458714 0.046983 0.000000
232302779244362 0.047021 0.000000
232203887286441 0.047209 0.000000
232103431111544 0.047390 0.000000
232006340126641 0.047512 0.000000
231907661774204 0.047513 0.000000
231809067147796 0.047514 0.000000
231726969095891 0.047514 0.000000
231431894243808 0.047504 0.000000
231333706335781 0.047518 0.000000
231235591362674 0.047481 0.000000
231137562253867 0.047456 0.000000
231039547140984 0.047094 0.000000
230941668847295 0.046996 0.000000
230843893890955 0.046996 0.000000
230729824375206 0.046496 0.000000
230632133045026 0.046038 0.000000
230536195425819 0.045805 0.000000
230441933556789 0.045443 0.000000
230339634947087 0.045063 0.000000
230250399538271 0.044729 0.000000
230144989563525 0.044156 0.000000
230039698300271 0.043691 0.000000
229934500865435 0.043220 0.000000
229837445064220 0.042630 0.000000
229740476268985 0.042070 0.000000
229642003981269 0.041635 0.000000
229546821727878 0.041136 0.000000
229441984937454 0.040312 0.000000
229353443026858 0.040009 0.000000
229261744638787 0.039662 0.000000
229160447676211 0.039152 0.000000
229072101352299 0.038771 0.000000
228967739081260 0.038160 0.000000
228871505225604 0.037669 0.000000
228776949833839 0.037176 0.000000
228679284699503 0.036725 0.000000
228591273878018 0.036233 0.000000
228485732442065 0.035584 0.000000
228391513565995 0.035185 0.000000
228295747026365 0.034673 0.000000
227913475360603 0.032671 0.000000
227818098821445 0.032160 0.000000
227738697321190 0.031800 0.000000
227594279950585 0.030996 0.000000
227500732714213 0.030447 0.000000
227342387220669 0.029644 0.000000
227255367104611 0.029137 0.000000
227179456213893 0.028639 0.000000
227091015836838 0.028243 0.000000
226998636147586 0.027645 0.000000
226923730569413 0.027309 0.000000
226797628893541 0.026591 0.000000
226734607018518 0.026172 0.000000
226618154557238 0.025540 0.000000
226522241368114 0.025008 0.000000
226443699897594 0.024621 0.000000
226349496806369 0.024099 0.000000
226191124074876 0.023309 0.000000
226051781004090 0.022706 0.000000
225942295682045 0.022219 0.000000
225840762712701 0.021864 0.000000
225754896130334 0.021508 0.000000
225669153253771 0.021293 0.000000
225567855724361 0.020930 0.000000
225476014724357 0.020667 0.000000
225326778723605 0.020336 0.000000
225210336928631 0.020106 0.000000
225117256752236 0.019895 0.000000
225024252133518 0.019683 0.000000
224946809977436 0.019514 0.000000
224853911033914 0.019233 0.000000
224762669746783 0.019031 0.000000
224669948395297 0.018809 0.000000
224575753761841 0.018573 0.000000
224483107864380 0.018199 0.000000
224390584226436 0.017922 0.000000
224298144042757 0.017663 0.000000
224188806853538 0.017270 0.000000
224097969413959 0.016837 0.000000
223997973931438 0.016363 0.000000
223928776380682 0.016003 0.000000
223867324206081 0.015726 0.000000
223790515473222 0.015318 0.000000
223736751825947 0.014990 0.000000
223660029646696 0.014595 0.000000
223617013693746 0.014261 0.000000
223567965869181 0.014032 0.000000
223506722871507 0.013807 0.000000
223463742876387 0.013456 0.000000
223417299015135 0.013231 0.000000
223361121899347 0.012875 0.000000
223307469533836 0.012467 0.000000
223253914261046 0.012169 0.000000
223215696210834 0.011987 0.000000
223144430013165 0.011705 0.000000
223104938752990 0.011475 0.000000
223062926387549 0.011249 0.000000
